timestamp_utc,run_name,dataset,sweep_name,bm25_run_id,dense_run_id,dense_model,rrf_k,bm25_weight,dense_weight,bm25_depth,dense_depth,bm25_realized_depth_mean,dense_realized_depth_mean,realized_depth_mean,per_query_metrics_path,ndcg@1,recall@1,mrr@1,map@1,ndcg@5,recall@5,mrr@5,map@5,ndcg@10,recall@10,mrr@10,map@10,ndcg@100,recall@100,mrr@100,map@100
2026-09-06T20:42:42+00:00,nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf10_bw1.0_dw1.0_bd1000_dd1000,nfcorpus,rrf_k,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,10,1.0,1.0,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf10_bw1.0_dw1.0_bd1000_dd1000.per_query.csv,0.478328,0.067833,0.495356,0.495356,0.411806,0.145826,0.577193,0.345537,0.376629,0.181163,0.582868,0.282606,0.346971,0.338224,0.588633,0.198682
2026-09-06T20:42:43+00:00,nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf20_bw1.0_dw1.0_bd1000_dd1000,nfcorpus,rrf_k,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,20,1.0,1.0,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf20_bw1.0_dw1.0_bd1000_dd1000.per_query.csv,0.478328,0.067833,0.495356,0.495356,0.409112,0.144488,0.575851,0.344054,0.376144,0.179249,0.58121,0.28333,0.346686,0.337925,0.587655,0.198679
2026-09-06T20:42:43+00:00,nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf60_bw1.0_dw1.0_bd1000_dd1000,nfcorpus,rrf_k,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,60,1.0,1.0,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf60_bw1.0_dw1.0_bd1000_dd1000.per_query.csv,0.478328,0.06693,0.495356,0.495356,0.406842,0.144195,0.574819,0.341969,0.375198,0.178527,0.581419,0.282762,0.345161,0.338483,0.587014,0.196952
2026-09-06T20:42:43+00:00,nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf100_bw1.0_dw1.0_bd1000_dd1000,nfcorpus,rrf_k,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,100,1.0,1.0,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf100_bw1.0_dw1.0_bd1000_dd1000.per_query.csv,0.478328,0.06693,0.495356,0.495356,0.406712,0.144095,0.5742,0.341949,0.374508,0.178704,0.581423,0.28175,0.3441,0.338186,0.586459,0.195976
2026-09-06T20:42:44+00:00,nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf200_bw1.0_dw1.0_bd1000_dd1000,nfcorpus,rrf_k,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,200,1.0,1.0,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf200_bw1.0_dw1.0_bd1000_dd1000.per_query.csv,0.475232,0.066851,0.49226,0.49226,0.405922,0.143961,0.572652,0.341257,0.374149,0.178435,0.579755,0.281312,0.341342,0.336268,0.584543,0.194518
2026-09-06T20:42:44+00:00,nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf1000_bw1.0_dw1.0_bd1000_dd1000,nfcorpus,rrf_k,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,1000,1.0,1.0,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_rrf_k_nfcorpus_dense_bge_512_rrf1000_bw1.0_dw1.0_bd1000_dd1000.per_query.csv,0.475232,0.066851,0.49226,0.49226,0.406079,0.144,0.571878,0.34135,0.37333,0.177984,0.578547,0.280822,0.338347,0.331284,0.583518,0.193553
2026-09-06T20:42:45+00:00,nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw0.1_bd1000_dd1000,nfcorpus,dense_weight,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,60,1.0,0.1,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw0.1_bd1000_dd1000.per_query.csv,0.462848,0.063173,0.47678,0.47678,0.384404,0.134437,0.551754,0.318249,0.351508,0.168232,0.557159,0.261688,0.314342,0.300114,0.561701,0.178649
2026-09-06T20:42:45+00:00,nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw0.25_bd1000_dd1000,nfcorpus,dense_weight,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,60,1.0,0.25,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw0.25_bd1000_dd1000.per_query.csv,0.465944,0.064185,0.482972,0.482972,0.394545,0.138914,0.562539,0.33039,0.361301,0.174543,0.568244,0.271326,0.320796,0.303983,0.572794,0.184344
2026-09-06T20:42:45+00:00,nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw0.5_bd1000_dd1000,nfcorpus,dense_weight,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,60,1.0,0.5,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw0.5_bd1000_dd1000.per_query.csv,0.465944,0.06562,0.482972,0.482972,0.403036,0.141004,0.567131,0.34015,0.367874,0.176153,0.573542,0.277129,0.331493,0.318651,0.57796,0.190094
2026-09-06T20:42:46+00:00,nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw1.0_bd1000_dd1000,nfcorpus,dense_weight,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,60,1.0,1.0,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw1.0_bd1000_dd1000.per_query.csv,0.478328,0.06693,0.495356,0.495356,0.406842,0.144195,0.574819,0.341969,0.375198,0.178527,0.581419,0.282762,0.345161,0.338483,0.587014,0.196952
2026-09-06T20:42:46+00:00,nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw2.0_bd1000_dd1000,nfcorpus,dense_weight,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,60,1.0,2.0,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw2.0_bd1000_dd1000.per_query.csv,0.490712,0.069229,0.50774,0.50774,0.409696,0.144804,0.577761,0.343514,0.375509,0.177818,0.584187,0.282433,0.350812,0.346108,0.59078,0.199712
2026-09-06T20:42:47+00:00,nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw4.0_bd1000_dd1000,nfcorpus,dense_weight,20260831T034614Z_nfcorpus-bm25-stem-512,20260831T035342Z_nfcorpus-dense-bge-512,BAAI/bge-base-en-v1.5,60,1.0,4.0,1000,1000,384.89935064935065,1000.0,1000.0,results/fusion_sweep_per_query/nfcorpus_dense_weight_nfcorpus_dense_bge_512_rrf60_bw1.0_dw4.0_bd1000_dd1000.per_query.csv,0.486068,0.068766,0.501548,0.501548,0.409181,0.140623,0.575181,0.343204,0.377604,0.180724,0.581979,0.283161,0.349335,0.342764,0.588223,0.198545
